dataset,sample_id,source_image_id,split,box_index,class_id,class_name,x_center,y_center,width,height,format,crop_size,notes
Cityscapes--Pedestrian,aachen_000071_000019_crop_140,aachen_000071_000019,train,0,0,pedestrian,0.267578,0.554688,0.097656,0.234375,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000071_000019_crop_140,aachen_000071_000019,train,1,0,pedestrian,0.986328,0.472656,0.027344,0.328125,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000071_000019_crop_140,aachen_000071_000019,train,2,0,pedestrian,0.052734,0.576172,0.105469,0.277344,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000071_000019_crop_140,aachen_000071_000019,train,3,0,pedestrian,0.193359,0.542969,0.113281,0.273438,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000071_000019_crop_140,aachen_000071_000019,train,4,0,pedestrian,0.158203,0.527344,0.152344,0.367188,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000071_000019_crop_140,aachen_000071_000019,train,5,0,pedestrian,0.134766,0.544922,0.136719,0.339844,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000071_000019_crop_140,aachen_000071_000019,train,6,0,pedestrian,0.365234,0.521484,0.136719,0.339844,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000071_000019_crop_140,aachen_000071_000019,train,7,0,pedestrian,0.566406,0.494141,0.125000,0.308594,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000071_000019_crop_140,aachen_000071_000019,train,8,0,pedestrian,0.531250,0.533203,0.148438,0.363281,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000071_000019_crop_140,aachen_000071_000019,train,9,0,pedestrian,0.777344,0.470703,0.125000,0.300781,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000071_000019_crop_140,aachen_000071_000019,train,10,0,pedestrian,0.814453,0.470703,0.113281,0.269531,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000071_000019_crop_140,aachen_000071_000019,train,11,0,pedestrian,0.740234,0.523438,0.175781,0.429688,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000071_000019_crop_140,aachen_000071_000019,train,12,0,pedestrian,0.939453,0.484375,0.121094,0.445312,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000071_000019_crop_140,aachen_000071_000019,train,13,0,pedestrian,0.878906,0.527344,0.164062,0.398438,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000071_000019_crop_140,aachen_000071_000019,train,14,0,pedestrian,0.125000,0.472656,0.156250,0.218750,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000071_000019_crop_140,aachen_000071_000019,train,15,0,pedestrian,0.857422,0.419922,0.285156,0.292969,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000074_000019_crop_2237,aachen_000074_000019,train,0,0,pedestrian,0.769531,0.693359,0.117188,0.285156,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000074_000019_crop_2237,aachen_000074_000019,train,1,0,pedestrian,0.814453,0.683594,0.121094,0.296875,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000074_000019_crop_2237,aachen_000074_000019,train,2,0,pedestrian,0.787109,0.675781,0.136719,0.273438,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000081_000019_crop_2597,aachen_000081_000019,train,0,0,pedestrian,0.843750,0.496094,0.070312,0.179688,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000081_000019_crop_2597,aachen_000081_000019,train,1,0,pedestrian,0.845703,0.482422,0.082031,0.199219,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000084_000019_crop_526,aachen_000084_000019,train,0,0,pedestrian,0.250000,0.617188,0.078125,0.187500,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000084_000019_crop_526,aachen_000084_000019,train,1,0,pedestrian,0.335938,0.652344,0.078125,0.195312,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000084_000019_crop_526,aachen_000084_000019,train,2,0,pedestrian,0.265625,0.703125,0.132812,0.320312,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000084_000019_crop_526,aachen_000084_000019,train,3,0,pedestrian,0.923828,0.681641,0.128906,0.316406,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000084_000019_crop_526,aachen_000084_000019,train,4,0,pedestrian,0.820312,0.689453,0.125000,0.316406,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000084_000019_crop_526,aachen_000084_000019,train,5,0,pedestrian,0.849609,0.705078,0.128906,0.316406,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000084_000019_crop_526,aachen_000084_000019,train,6,0,pedestrian,0.958984,0.740234,0.082031,0.300781,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000084_000019_crop_526,aachen_000084_000019,train,7,0,pedestrian,0.453125,0.710938,0.125000,0.304688,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000084_000019_crop_526,aachen_000084_000019,train,8,0,pedestrian,0.292969,0.679688,0.109375,0.257812,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000084_000019_crop_526,aachen_000084_000019,train,9,0,pedestrian,0.898438,0.609375,0.203125,0.156250,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000085_000019_crop_1573,aachen_000085_000019,train,0,0,pedestrian,0.117188,0.775391,0.078125,0.191406,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000085_000019_crop_1573,aachen_000085_000019,train,1,0,pedestrian,0.062500,0.765625,0.093750,0.226562,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000085_000019_crop_1573,aachen_000085_000019,train,2,0,pedestrian,0.929688,0.761719,0.054688,0.132812,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000085_000019_crop_1573,aachen_000085_000019,train,3,0,pedestrian,0.646484,0.738281,0.066406,0.156250,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000085_000019_crop_1573,aachen_000085_000019,train,4,0,pedestrian,0.572266,0.748047,0.058594,0.144531,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000086_000019_crop_1574,aachen_000086_000019,train,0,0,pedestrian,0.308594,0.355469,0.140625,0.351562,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000086_000019_crop_1574,aachen_000086_000019,train,1,0,pedestrian,0.953125,0.533203,0.093750,0.238281,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000086_000019_crop_1574,aachen_000086_000019,train,2,0,pedestrian,0.671875,0.511719,0.203125,0.492188,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000086_000019_crop_1574,aachen_000086_000019,train,3,0,pedestrian,0.533203,0.500000,0.222656,0.539062,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000086_000019_crop_1574,aachen_000086_000019,train,4,0,pedestrian,0.359375,0.521484,0.210938,0.511719,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000086_000019_crop_2707,aachen_000086_000019,train,0,0,pedestrian,0.068359,0.355469,0.136719,0.351562,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000086_000019_crop_2707,aachen_000086_000019,train,1,0,pedestrian,0.712891,0.533203,0.097656,0.238281,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000086_000019_crop_2707,aachen_000086_000019,train,2,0,pedestrian,0.429688,0.511719,0.203125,0.492188,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000086_000019_crop_2707,aachen_000086_000019,train,3,0,pedestrian,0.291016,0.500000,0.222656,0.539062,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000086_000019_crop_2707,aachen_000086_000019,train,4,0,pedestrian,0.117188,0.521484,0.210938,0.511719,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000087_000019_crop_783,aachen_000087_000019,train,0,0,pedestrian,0.238281,0.683594,0.187500,0.460938,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000087_000019_crop_783,aachen_000087_000019,train,1,0,pedestrian,0.173828,0.681641,0.214844,0.519531,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000087_000019_crop_783,aachen_000087_000019,train,2,0,pedestrian,0.585938,0.695312,0.179688,0.437500,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000087_000019_crop_783,aachen_000087_000019,train,3,0,pedestrian,0.531250,0.673828,0.195312,0.480469,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000087_000019_crop_783,aachen_000087_000019,train,4,0,pedestrian,0.695312,0.724609,0.179688,0.441406,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000087_000019_crop_783,aachen_000087_000019,train,5,0,pedestrian,0.820312,0.712891,0.203125,0.496094,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000087_000019_crop_783,aachen_000087_000019,train,6,0,pedestrian,0.189453,0.658203,0.199219,0.449219,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000087_000019_crop_783,aachen_000087_000019,train,7,0,pedestrian,0.685547,0.685547,0.347656,0.425781,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000089_000019_crop_784,aachen_000089_000019,train,0,0,pedestrian,0.835938,0.765625,0.085938,0.210938,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000089_000019_crop_784,aachen_000089_000019,train,1,0,pedestrian,0.884766,0.775391,0.082031,0.199219,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000089_000019_crop_784,aachen_000089_000019,train,2,0,pedestrian,0.773438,0.781250,0.085938,0.203125,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000089_000019_crop_784,aachen_000089_000019,train,3,0,pedestrian,0.292969,0.779297,0.101562,0.246094,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000089_000019_crop_784,aachen_000089_000019,train,4,0,pedestrian,0.099609,0.798828,0.136719,0.332031,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000089_000019_crop_784,aachen_000089_000019,train,5,0,pedestrian,0.345703,0.787109,0.113281,0.277344,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000089_000019_crop_784,aachen_000089_000019,train,6,0,pedestrian,0.240234,0.810547,0.128906,0.316406,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000089_000019_crop_784,aachen_000089_000019,train,7,0,pedestrian,0.378906,0.824219,0.117188,0.289062,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000090_000019_crop_251,aachen_000090_000019,train,0,0,pedestrian,0.105469,0.734375,0.070312,0.171875,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000090_000019_crop_251,aachen_000090_000019,train,1,0,pedestrian,0.150391,0.689453,0.082031,0.199219,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000090_000019_crop_251,aachen_000090_000019,train,2,0,pedestrian,0.142578,0.744141,0.136719,0.167969,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000090_000019_crop_251,aachen_000090_000019,train,3,0,pedestrian,0.632812,0.664062,0.093750,0.226562,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000090_000019_crop_251,aachen_000090_000019,train,4,0,pedestrian,0.587891,0.660156,0.105469,0.257812,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000090_000019_crop_251,aachen_000090_000019,train,5,0,pedestrian,0.658203,0.683594,0.105469,0.257812,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000090_000019_crop_251,aachen_000090_000019,train,6,0,pedestrian,0.806641,0.677734,0.105469,0.261719,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000090_000019_crop_251,aachen_000090_000019,train,7,0,pedestrian,0.859375,0.673828,0.117188,0.285156,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000090_000019_crop_251,aachen_000090_000019,train,8,0,pedestrian,0.529297,0.712891,0.152344,0.371094,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000090_000019_crop_251,aachen_000090_000019,train,9,0,pedestrian,0.283203,0.720703,0.144531,0.347656,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000090_000019_crop_251,aachen_000090_000019,train,10,0,pedestrian,0.400391,0.734375,0.144531,0.351562,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
